query_id,group,row_count,hit_count,selectivity
1,x21x24,500000,4666,0.009332
2,x21x24,500000,0,0.0
3,x21x24,500000,100,0.0002
4,x21x24,500000,0,0.0
5,x21x24,500000,0,0.0
6,x21x24,500000,1,2e-06
7,x21x24,500000,13,2.6e-05
8,x21x24,500000,2,4e-06
9,x21x24,500000,0,0.0
10,x21x24,500000,0,0.0
11,x21x24,500000,52,0.000104
12,x21x24,500000,0,0.0
13,x21x24,500000,80,0.00016
14,x21x24,500000,3,6e-06
15,x21x24,500000,15,3e-05
16,x21x24,500000,0,0.0
17,x21x24,500000,0,0.0
18,x21x24,500000,3,6e-06
19,x21x24,500000,32,6.4e-05
20,x21x24,500000,305,0.00061
21,x21x24,500000,0,0.0
22,x21x24,500000,0,0.0
23,x21x24,500000,0,0.0
24,x21x24,500000,0,0.0
25,x21x24,500000,23,4.6e-05
26,x21x24,500000,0,0.0
27,x21x24,500000,0,0.0
28,x21x24,500000,0,0.0
29,x21x24,500000,0,0.0
30,x21x24,500000,10,2e-05
31,x21x24,500000,0,0.0
32,x21x24,500000,7,1.4e-05
33,x21x24,500000,0,0.0
34,x21x24,500000,1,2e-06
35,x21x24,500000,2,4e-06
36,x21x24,500000,4084,0.008168
37,x21x24,500000,0,0.0
38,x21x24,500000,330,0.00066
39,x21x24,500000,2,4e-06
40,x21x24,500000,1,2e-06
41,x21x24,500000,12,2.4e-05
42,x21x24,500000,0,0.0
43,x21x24,500000,11,2.2e-05
44,x21x24,500000,1374,0.002748
45,x21x24,500000,0,0.0
46,x21x24,500000,0,0.0
47,x21x24,500000,17,3.4e-05
48,x21x24,500000,0,0.0
49,x21x24,500000,34,6.8e-05
50,x21x24,500000,14,2.8e-05
51,x21x24,500000,4,8e-06
52,x21x24,500000,0,0.0
53,x21x24,500000,9,1.8e-05
54,x21x24,500000,186,0.000372
55,x21x24,500000,0,0.0
56,x21x24,500000,259,0.000518
57,x21x24,500000,55,0.00011
58,x21x24,500000,7,1.4e-05
59,x21x24,500000,2472,0.004944
60,x21x24,500000,262,0.000524
61,x21x24,500000,398,0.000796
62,x21x24,500000,17,3.4e-05
63,x21x24,500000,6023,0.012046
64,x21x24,500000,86,0.000172
65,x21x24,500000,0,0.0
66,x21x24,500000,0,0.0
67,x21x24,500000,10,2e-05
68,x21x24,500000,693,0.001386
69,x21x24,500000,29,5.8e-05
70,x21x24,500000,51,0.000102
71,x21x24,500000,0,0.0
72,x21x24,500000,0,0.0
73,x21x24,500000,129,0.000258
74,x21x24,500000,0,0.0
75,x21x24,500000,0,0.0
76,x21x24,500000,971,0.001942
77,x21x24,500000,5,1e-05
78,x21x24,500000,63,0.000126
79,x21x24,500000,1976,0.003952
80,x21x24,500000,9,1.8e-05
81,x21x24,500000,14,2.8e-05
82,x21x24,500000,0,0.0
83,x21x24,500000,2103,0.004206
84,x21x24,500000,65,0.00013
85,x21x24,500000,0,0.0
86,x21x24,500000,8,1.6e-05
87,x21x24,500000,18,3.6e-05
88,x21x24,500000,0,0.0
89,x21x24,500000,45,9e-05
90,x21x24,500000,239,0.000478
91,x21x24,500000,474,0.000948
92,x21x24,500000,35,7e-05
93,x21x24,500000,0,0.0
94,x21x24,500000,2,4e-06
95,x21x24,500000,3,6e-06
96,x21x24,500000,20,4e-05
97,x21x24,500000,0,0.0
98,x21x24,500000,933,0.001866
99,x21x24,500000,0,0.0
100,x21x24,500000,1244,0.002488
101,x21x24,500000,0,0.0
102,x21x24,500000,5,1e-05
103,x21x24,500000,8044,0.016088
104,x21x24,500000,0,0.0
105,x21x24,500000,2474,0.004948
106,x21x24,500000,0,0.0
107,x21x24,500000,0,0.0
108,x21x24,500000,0,0.0
109,x21x24,500000,1,2e-06
110,x21x24,500000,1,2e-06
111,x21x24,500000,2,4e-06
112,x21x24,500000,6,1.2e-05
113,x21x24,500000,3,6e-06
114,x21x24,500000,0,0.0
115,x21x24,500000,0,0.0
116,x21x24,500000,0,0.0
117,x21x24,500000,85,0.00017
118,x21x24,500000,323,0.000646
119,x21x24,500000,0,0.0
120,x21x24,500000,2591,0.005182
121,x21x24,500000,10,2e-05
122,x21x24,500000,0,0.0
123,x21x24,500000,0,0.0
124,x21x24,500000,1,2e-06
125,x21x24,500000,0,0.0
126,x21x24,500000,0,0.0
127,x21x24,500000,0,0.0
128,x21x24,500000,306,0.000612
129,x21x24,500000,34,6.8e-05
130,x21x24,500000,20,4e-05
131,x21x24,500000,10,2e-05
132,x21x24,500000,0,0.0
133,x21x24,500000,540,0.00108
134,x21x24,500000,153,0.000306
135,x21x24,500000,13,2.6e-05
136,x21x24,500000,0,0.0
137,x21x24,500000,7,1.4e-05
138,x21x24,500000,22,4.4e-05
139,x21x24,500000,0,0.0
140,x21x24,500000,33,6.6e-05
141,x21x24,500000,1,2e-06
142,x21x24,500000,2,4e-06
143,x21x24,500000,0,0.0
144,x21x24,500000,0,0.0
145,x21x24,500000,107,0.000214
146,x21x24,500000,6,1.2e-05
147,x21x24,500000,0,0.0
148,x21x24,500000,497,0.000994
149,x21x24,500000,104,0.000208
150,x21x24,500000,0,0.0
151,x21x24,500000,10,2e-05
152,x21x24,500000,19,3.8e-05
153,x21x24,500000,17,3.4e-05
154,x21x24,500000,1,2e-06
155,x21x24,500000,0,0.0
156,x21x24,500000,1,2e-06
157,x21x24,500000,536,0.001072
158,x21x24,500000,0,0.0
159,x21x24,500000,285,0.00057
160,x21x24,500000,0,0.0
161,x21x24,500000,1,2e-06
162,x21x24,500000,45,9e-05
163,x21x24,500000,0,0.0
164,x21x24,500000,12,2.4e-05
165,x21x24,500000,2948,0.005896
166,x21x24,500000,0,0.0
167,x21x24,500000,0,0.0
168,x21x24,500000,14,2.8e-05
169,x21x24,500000,160,0.00032
170,x21x24,500000,0,0.0
171,x21x24,500000,1,2e-06
172,x21x24,500000,57,0.000114
173,x21x24,500000,0,0.0
174,x21x24,500000,0,0.0
175,x21x24,500000,4,8e-06
176,x21x24,500000,0,0.0
177,x21x24,500000,4,8e-06
178,x21x24,500000,43,8.6e-05
179,x21x24,500000,3,6e-06
180,x21x24,500000,2162,0.004324
181,x21x24,500000,1,2e-06
182,x21x24,500000,0,0.0
183,x21x24,500000,2601,0.005202
184,x21x24,500000,2,4e-06
185,x21x24,500000,5,1e-05
186,x21x24,500000,134,0.000268
187,x21x24,500000,0,0.0
188,x21x24,500000,0,0.0
189,x21x24,500000,0,0.0
190,x21x24,500000,0,0.0
191,x21x24,500000,0,0.0
192,x21x24,500000,0,0.0
193,x21x24,500000,58,0.000116
194,x21x24,500000,14471,0.028942
195,x21x24,500000,0,0.0
196,x21x24,500000,489,0.000978
197,x21x24,500000,879,0.001758
198,x21x24,500000,1871,0.003742
199,x21x24,500000,1319,0.002638
200,x21x24,500000,6529,0.013058
201,x21x24,500000,0,0.0
202,x21x24,500000,0,0.0
203,x21x24,500000,1,2e-06
204,x21x24,500000,1034,0.002068
205,x21x24,500000,0,0.0
206,x21x24,500000,153,0.000306
207,x21x24,500000,613,0.001226
208,x21x24,500000,2,4e-06
209,x21x24,500000,0,0.0
210,x21x24,500000,0,0.0
211,x21x24,500000,1,2e-06
212,x21x24,500000,3073,0.006146
213,x21x24,500000,0,0.0
214,x21x24,500000,1,2e-06
215,x21x24,500000,0,0.0
216,x21x24,500000,0,0.0
217,x21x24,500000,0,0.0
218,x21x24,500000,26,5.2e-05
219,x21x24,500000,150,0.0003
220,x21x24,500000,0,0.0
221,x21x24,500000,2,4e-06
222,x21x24,500000,0,0.0
223,x21x24,500000,0,0.0
224,x21x24,500000,775,0.00155
225,x21x24,500000,19,3.8e-05
226,x21x24,500000,1772,0.003544
227,x21x24,500000,42,8.4e-05
228,x21x24,500000,1,2e-06
229,x21x24,500000,9140,0.01828
230,x21x24,500000,0,0.0
231,x21x24,500000,1,2e-06
232,x21x24,500000,0,0.0
233,x21x24,500000,0,0.0
234,x21x24,500000,0,0.0
235,x21x24,500000,1231,0.002462
236,x21x24,500000,0,0.0
237,x21x24,500000,0,0.0
