query_id,group,row_count,hit_count,selectivity
276,x6x8,500000,47,9.4e-05
277,x6x8,500000,2174,0.004348
278,x6x8,500000,6965,0.01393
279,x6x8,500000,1869,0.003738
280,x6x8,500000,227,0.000454
281,x6x8,500000,1339,0.002678
282,x6x8,500000,6076,0.012152
283,x6x8,500000,2860,0.00572
284,x6x8,500000,2878,0.005756
285,x6x8,500000,1283,0.002566
286,x6x8,500000,181,0.000362
287,x6x8,500000,110,0.00022
288,x6x8,500000,5196,0.010392
289,x6x8,500000,1064,0.002128
290,x6x8,500000,7762,0.015524
291,x6x8,500000,1401,0.002802
292,x6x8,500000,4396,0.008792
293,x6x8,500000,859,0.001718
294,x6x8,500000,11445,0.02289
295,x6x8,500000,918,0.001836
296,x6x8,500000,722,0.001444
297,x6x8,500000,8,1.6e-05
298,x6x8,500000,4640,0.00928
299,x6x8,500000,10,2e-05
300,x6x8,500000,991,0.001982
301,x6x8,500000,5799,0.011598
302,x6x8,500000,11021,0.022042
303,x6x8,500000,4373,0.008746
304,x6x8,500000,1897,0.003794
305,x6x8,500000,3622,0.007244
306,x6x8,500000,3207,0.006414
307,x6x8,500000,13883,0.027766
308,x6x8,500000,3318,0.006636
309,x6x8,500000,4408,0.008816
310,x6x8,500000,625,0.00125
311,x6x8,500000,7735,0.01547
312,x6x8,500000,5,1e-05
313,x6x8,500000,1885,0.00377
314,x6x8,500000,408,0.000816
315,x6x8,500000,3604,0.007208
316,x6x8,500000,1105,0.00221
317,x6x8,500000,10383,0.020766
318,x6x8,500000,3461,0.006922
319,x6x8,500000,1612,0.003224
320,x6x8,500000,73,0.000146
321,x6x8,500000,1008,0.002016
322,x6x8,500000,961,0.001922
323,x6x8,500000,2541,0.005082
324,x6x8,500000,3693,0.007386
325,x6x8,500000,1135,0.00227
326,x6x8,500000,1780,0.00356
327,x6x8,500000,3480,0.00696
328,x6x8,500000,299,0.000598
329,x6x8,500000,515,0.00103
330,x6x8,500000,2348,0.004696
331,x6x8,500000,4197,0.008394
332,x6x8,500000,1797,0.003594
333,x6x8,500000,8365,0.01673
334,x6x8,500000,6968,0.013936
335,x6x8,500000,4398,0.008796
336,x6x8,500000,5748,0.011496
337,x6x8,500000,1706,0.003412
338,x6x8,500000,13436,0.026872
339,x6x8,500000,1828,0.003656
340,x6x8,500000,3017,0.006034
341,x6x8,500000,30,6e-05
342,x6x8,500000,2725,0.00545
343,x6x8,500000,3987,0.007974
344,x6x8,500000,1623,0.003246
345,x6x8,500000,6762,0.013524
346,x6x8,500000,23,4.6e-05
347,x6x8,500000,781,0.001562
348,x6x8,500000,3930,0.00786
349,x6x8,500000,5501,0.011002
350,x6x8,500000,11690,0.02338
351,x6x8,500000,1397,0.002794
352,x6x8,500000,1011,0.002022
353,x6x8,500000,7784,0.015568
354,x6x8,500000,369,0.000738
355,x6x8,500000,1042,0.002084
356,x6x8,500000,10188,0.020376
357,x6x8,500000,4059,0.008118
358,x6x8,500000,323,0.000646
359,x6x8,500000,929,0.001858
360,x6x8,500000,2075,0.00415
361,x6x8,500000,2945,0.00589
362,x6x8,500000,699,0.001398
363,x6x8,500000,5671,0.011342
364,x6x8,500000,367,0.000734
365,x6x8,500000,7157,0.014314
366,x6x8,500000,1710,0.00342
367,x6x8,500000,9320,0.01864
368,x6x8,500000,1445,0.00289
369,x6x8,500000,170,0.00034
370,x6x8,500000,1674,0.003348
371,x6x8,500000,14308,0.028616
372,x6x8,500000,14886,0.029772
373,x6x8,500000,151,0.000302
374,x6x8,500000,10358,0.020716
375,x6x8,500000,2181,0.004362
376,x6x8,500000,6295,0.01259
377,x6x8,500000,1780,0.00356
378,x6x8,500000,9209,0.018418
379,x6x8,500000,72,0.000144
380,x6x8,500000,1430,0.00286
381,x6x8,500000,3266,0.006532
382,x6x8,500000,2712,0.005424
383,x6x8,500000,2,4e-06
384,x6x8,500000,650,0.0013
385,x6x8,500000,5687,0.011374
386,x6x8,500000,529,0.001058
387,x6x8,500000,3668,0.007336
388,x6x8,500000,2600,0.0052
389,x6x8,500000,10764,0.021528
390,x6x8,500000,67,0.000134
391,x6x8,500000,5527,0.011054
392,x6x8,500000,380,0.00076
393,x6x8,500000,1174,0.002348
394,x6x8,500000,980,0.00196
395,x6x8,500000,5073,0.010146
396,x6x8,500000,3,6e-06
397,x6x8,500000,2536,0.005072
398,x6x8,500000,1944,0.003888
399,x6x8,500000,10351,0.020702
400,x6x8,500000,40,8e-05
401,x6x8,500000,4327,0.008654
402,x6x8,500000,4133,0.008266
403,x6x8,500000,1145,0.00229
404,x6x8,500000,9503,0.019006
405,x6x8,500000,5,1e-05
406,x6x8,500000,4027,0.008054
407,x6x8,500000,3468,0.006936
408,x6x8,500000,6164,0.012328
409,x6x8,500000,3084,0.006168
410,x6x8,500000,4748,0.009496
411,x6x8,500000,3779,0.007558
412,x6x8,500000,867,0.001734
413,x6x8,500000,10751,0.021502
414,x6x8,500000,792,0.001584
415,x6x8,500000,17359,0.034718
416,x6x8,500000,2084,0.004168
417,x6x8,500000,6736,0.013472
418,x6x8,500000,11440,0.02288
419,x6x8,500000,1368,0.002736
420,x6x8,500000,8145,0.01629
421,x6x8,500000,3149,0.006298
422,x6x8,500000,7735,0.01547
423,x6x8,500000,4896,0.009792
424,x6x8,500000,93,0.000186
425,x6x8,500000,5441,0.010882
426,x6x8,500000,1587,0.003174
427,x6x8,500000,6872,0.013744
428,x6x8,500000,3268,0.006536
429,x6x8,500000,2828,0.005656
430,x6x8,500000,2573,0.005146
431,x6x8,500000,1102,0.002204
432,x6x8,500000,3047,0.006094
433,x6x8,500000,3416,0.006832
434,x6x8,500000,5232,0.010464
435,x6x8,500000,1591,0.003182
436,x6x8,500000,10159,0.020318
437,x6x8,500000,4870,0.00974
438,x6x8,500000,791,0.001582
439,x6x8,500000,3532,0.007064
440,x6x8,500000,0,0.0
441,x6x8,500000,114,0.000228
442,x6x8,500000,47,9.4e-05
443,x6x8,500000,0,0.0
444,x6x8,500000,494,0.000988
445,x6x8,500000,17868,0.035736
446,x6x8,500000,3865,0.00773
447,x6x8,500000,2743,0.005486
448,x6x8,500000,19389,0.038778
449,x6x8,500000,3709,0.007418
450,x6x8,500000,3111,0.006222
451,x6x8,500000,0,0.0
452,x6x8,500000,245,0.00049
453,x6x8,500000,9111,0.018222
454,x6x8,500000,876,0.001752
455,x6x8,500000,657,0.001314
456,x6x8,500000,590,0.00118
457,x6x8,500000,531,0.001062
458,x6x8,500000,923,0.001846
459,x6x8,500000,1515,0.00303
460,x6x8,500000,11150,0.0223
461,x6x8,500000,271,0.000542
462,x6x8,500000,48,9.6e-05
463,x6x8,500000,4249,0.008498
464,x6x8,500000,17093,0.034186
465,x6x8,500000,3306,0.006612
466,x6x8,500000,2089,0.004178
467,x6x8,500000,342,0.000684
468,x6x8,500000,4426,0.008852
469,x6x8,500000,1855,0.00371
470,x6x8,500000,5057,0.010114
471,x6x8,500000,2453,0.004906
472,x6x8,500000,1819,0.003638
473,x6x8,500000,152,0.000304
474,x6x8,500000,2739,0.005478
475,x6x8,500000,6421,0.012842
476,x6x8,500000,1691,0.003382
477,x6x8,500000,5261,0.010522
478,x6x8,500000,14728,0.029456
479,x6x8,500000,3289,0.006578
480,x6x8,500000,1982,0.003964
481,x6x8,500000,6602,0.013204
482,x6x8,500000,543,0.001086
483,x6x8,500000,6298,0.012596
484,x6x8,500000,16853,0.033706
485,x6x8,500000,670,0.00134
486,x6x8,500000,1005,0.00201
487,x6x8,500000,7563,0.015126
488,x6x8,500000,250,0.0005
489,x6x8,500000,186,0.000372
490,x6x8,500000,2171,0.004342
491,x6x8,500000,2714,0.005428
492,x6x8,500000,60,0.00012
493,x6x8,500000,18,3.6e-05
494,x6x8,500000,5357,0.010714
495,x6x8,500000,5740,0.01148
496,x6x8,500000,6946,0.013892
497,x6x8,500000,3781,0.007562
498,x6x8,500000,5890,0.01178
499,x6x8,500000,16121,0.032242
500,x6x8,500000,943,0.001886
501,x6x8,500000,15432,0.030864
502,x6x8,500000,716,0.001432
503,x6x8,500000,460,0.00092
504,x6x8,500000,2001,0.004002
505,x6x8,500000,2779,0.005558
506,x6x8,500000,722,0.001444
507,x6x8,500000,18,3.6e-05
508,x6x8,500000,1836,0.003672
509,x6x8,500000,8674,0.017348
510,x6x8,500000,8502,0.017004
511,x6x8,500000,3296,0.006592
512,x6x8,500000,1840,0.00368
513,x6x8,500000,942,0.001884
514,x6x8,500000,553,0.001106
515,x6x8,500000,3575,0.00715
516,x6x8,500000,1475,0.00295
517,x6x8,500000,222,0.000444
518,x6x8,500000,17772,0.035544
519,x6x8,500000,8078,0.016156
520,x6x8,500000,6703,0.013406
521,x6x8,500000,8642,0.017284
522,x6x8,500000,174,0.000348
523,x6x8,500000,142,0.000284
524,x6x8,500000,10420,0.02084
525,x6x8,500000,3,6e-06
526,x6x8,500000,400,0.0008
527,x6x8,500000,20562,0.041124
528,x6x8,500000,371,0.000742
529,x6x8,500000,2,4e-06
530,x6x8,500000,757,0.001514
531,x6x8,500000,1902,0.003804
532,x6x8,500000,3001,0.006002
533,x6x8,500000,1,2e-06
534,x6x8,500000,1588,0.003176
535,x6x8,500000,1781,0.003562
536,x6x8,500000,6835,0.01367
537,x6x8,500000,12,2.4e-05
538,x6x8,500000,6988,0.013976
539,x6x8,500000,324,0.000648
540,x6x8,500000,7691,0.015382
541,x6x8,500000,6470,0.01294
542,x6x8,500000,16809,0.033618
543,x6x8,500000,4407,0.008814
544,x6x8,500000,3325,0.00665
545,x6x8,500000,274,0.000548
546,x6x8,500000,2678,0.005356
547,x6x8,500000,3262,0.006524
548,x6x8,500000,13789,0.027578
549,x6x8,500000,9800,0.0196
550,x6x8,500000,1812,0.003624
551,x6x8,500000,2374,0.004748
552,x6x8,500000,3885,0.00777
553,x6x8,500000,224,0.000448
554,x6x8,500000,249,0.000498
555,x6x8,500000,6973,0.013946
556,x6x8,500000,3157,0.006314
557,x6x8,500000,31,6.2e-05
558,x6x8,500000,2110,0.00422
559,x6x8,500000,151,0.000302
560,x6x8,500000,2263,0.004526
561,x6x8,500000,2765,0.00553
562,x6x8,500000,11055,0.02211
563,x6x8,500000,1519,0.003038
564,x6x8,500000,1853,0.003706
565,x6x8,500000,540,0.00108
566,x6x8,500000,9,1.8e-05
567,x6x8,500000,5360,0.01072
568,x6x8,500000,1159,0.002318
569,x6x8,500000,1618,0.003236
570,x6x8,500000,90,0.00018
571,x6x8,500000,2036,0.004072
572,x6x8,500000,130,0.00026
573,x6x8,500000,9187,0.018374
574,x6x8,500000,16904,0.033808
575,x6x8,500000,12,2.4e-05
576,x6x8,500000,4806,0.009612
577,x6x8,500000,10490,0.02098
578,x6x8,500000,5618,0.011236
579,x6x8,500000,5761,0.011522
580,x6x8,500000,1285,0.00257
581,x6x8,500000,25,5e-05
582,x6x8,500000,2207,0.004414
583,x6x8,500000,5885,0.01177
584,x6x8,500000,1354,0.002708
585,x6x8,500000,2583,0.005166
586,x6x8,500000,15356,0.030712
587,x6x8,500000,2187,0.004374
588,x6x8,500000,235,0.00047
589,x6x8,500000,3774,0.007548
590,x6x8,500000,7412,0.014824
591,x6x8,500000,3487,0.006974
592,x6x8,500000,12436,0.024872
593,x6x8,500000,11,2.2e-05
594,x6x8,500000,8634,0.017268
595,x6x8,500000,3350,0.0067
596,x6x8,500000,10963,0.021926
597,x6x8,500000,4975,0.00995
598,x6x8,500000,12,2.4e-05
599,x6x8,500000,1888,0.003776
600,x6x8,500000,3702,0.007404
601,x6x8,500000,3375,0.00675
602,x6x8,500000,2166,0.004332
603,x6x8,500000,3678,0.007356
604,x6x8,500000,9310,0.01862
605,x6x8,500000,4,8e-06
606,x6x8,500000,1185,0.00237
607,x6x8,500000,5950,0.0119
608,x6x8,500000,5406,0.010812
609,x6x8,500000,3959,0.007918
610,x6x8,500000,9099,0.018198
611,x6x8,500000,6254,0.012508
612,x6x8,500000,468,0.000936
613,x6x8,500000,12751,0.025502
614,x6x8,500000,300,0.0006
615,x6x8,500000,6695,0.01339
616,x6x8,500000,7146,0.014292
617,x6x8,500000,6725,0.01345
618,x6x8,500000,2300,0.0046
619,x6x8,500000,3636,0.007272
620,x6x8,500000,8343,0.016686
621,x6x8,500000,7264,0.014528
622,x6x8,500000,5641,0.011282
623,x6x8,500000,11677,0.023354
624,x6x8,500000,2913,0.005826
625,x6x8,500000,2034,0.004068
626,x6x8,500000,397,0.000794
627,x6x8,500000,7094,0.014188
628,x6x8,500000,9991,0.019982
629,x6x8,500000,7479,0.014958
630,x6x8,500000,489,0.000978
631,x6x8,500000,1247,0.002494
632,x6x8,500000,3352,0.006704
633,x6x8,500000,10614,0.021228
634,x6x8,500000,67,0.000134
635,x6x8,500000,716,0.001432
636,x6x8,500000,2888,0.005776
637,x6x8,500000,7,1.4e-05
638,x6x8,500000,79,0.000158
639,x6x8,500000,4079,0.008158
640,x6x8,500000,922,0.001844
641,x6x8,500000,5280,0.01056
642,x6x8,500000,17056,0.034112
643,x6x8,500000,5448,0.010896
644,x6x8,500000,5199,0.010398
645,x6x8,500000,10535,0.02107
646,x6x8,500000,3619,0.007238
647,x6x8,500000,147,0.000294
648,x6x8,500000,8048,0.016096
649,x6x8,500000,2255,0.00451
650,x6x8,500000,3295,0.00659
651,x6x8,500000,477,0.000954
652,x6x8,500000,957,0.001914
653,x6x8,500000,8491,0.016982
654,x6x8,500000,8893,0.017786
655,x6x8,500000,3098,0.006196
656,x6x8,500000,21736,0.043472
657,x6x8,500000,128,0.000256
658,x6x8,500000,2783,0.005566
659,x6x8,500000,1143,0.002286
660,x6x8,500000,6892,0.013784
661,x6x8,500000,10532,0.021064
662,x6x8,500000,3197,0.006394
663,x6x8,500000,3444,0.006888
664,x6x8,500000,694,0.001388
665,x6x8,500000,2068,0.004136
666,x6x8,500000,22,4.4e-05
667,x6x8,500000,2468,0.004936
668,x6x8,500000,6104,0.012208
669,x6x8,500000,6025,0.01205
670,x6x8,500000,4089,0.008178
671,x6x8,500000,0,0.0
672,x6x8,500000,616,0.001232
673,x6x8,500000,550,0.0011
674,x6x8,500000,7299,0.014598
675,x6x8,500000,2964,0.005928
676,x6x8,500000,2211,0.004422
677,x6x8,500000,9994,0.019988
678,x6x8,500000,2012,0.004024
679,x6x8,500000,7954,0.015908
680,x6x8,500000,35,7e-05
681,x6x8,500000,2104,0.004208
682,x6x8,500000,5448,0.010896
683,x6x8,500000,7664,0.015328
684,x6x8,500000,313,0.000626
685,x6x8,500000,8771,0.017542
686,x6x8,500000,3586,0.007172
687,x6x8,500000,4187,0.008374
688,x6x8,500000,140,0.00028
689,x6x8,500000,16,3.2e-05
690,x6x8,500000,7770,0.01554
691,x6x8,500000,9,1.8e-05
692,x6x8,500000,575,0.00115
693,x6x8,500000,7126,0.014252
694,x6x8,500000,533,0.001066
695,x6x8,500000,7376,0.014752
696,x6x8,500000,2878,0.005756
697,x6x8,500000,2888,0.005776
698,x6x8,500000,3183,0.006366
699,x6x8,500000,128,0.000256
700,x6x8,500000,65,0.00013
701,x6x8,500000,13719,0.027438
702,x6x8,500000,4800,0.0096
703,x6x8,500000,2238,0.004476
704,x6x8,500000,2412,0.004824
705,x6x8,500000,1308,0.002616
706,x6x8,500000,10783,0.021566
707,x6x8,500000,118,0.000236
708,x6x8,500000,1257,0.002514
709,x6x8,500000,1278,0.002556
710,x6x8,500000,6586,0.013172
711,x6x8,500000,1004,0.002008
712,x6x8,500000,4110,0.00822
713,x6x8,500000,70,0.00014
714,x6x8,500000,212,0.000424
715,x6x8,500000,964,0.001928
716,x6x8,500000,1393,0.002786
717,x6x8,500000,833,0.001666
718,x6x8,500000,1530,0.00306
719,x6x8,500000,3910,0.00782
720,x6x8,500000,1118,0.002236
721,x6x8,500000,3386,0.006772
722,x6x8,500000,1452,0.002904
723,x6x8,500000,968,0.001936
724,x6x8,500000,5698,0.011396
725,x6x8,500000,4360,0.00872
726,x6x8,500000,10663,0.021326
727,x6x8,500000,2978,0.005956
728,x6x8,500000,371,0.000742
729,x6x8,500000,2466,0.004932
730,x6x8,500000,5561,0.011122
731,x6x8,500000,9148,0.018296
732,x6x8,500000,2333,0.004666
733,x6x8,500000,643,0.001286
734,x6x8,500000,5384,0.010768
735,x6x8,500000,5650,0.0113
736,x6x8,500000,1719,0.003438
737,x6x8,500000,1551,0.003102
738,x6x8,500000,793,0.001586
739,x6x8,500000,1552,0.003104
740,x6x8,500000,6,1.2e-05
741,x6x8,500000,3443,0.006886
742,x6x8,500000,5629,0.011258
743,x6x8,500000,2965,0.00593
744,x6x8,500000,1495,0.00299
745,x6x8,500000,3341,0.006682
746,x6x8,500000,12,2.4e-05
747,x6x8,500000,3,6e-06
748,x6x8,500000,2745,0.00549
749,x6x8,500000,654,0.001308
750,x6x8,500000,4269,0.008538
751,x6x8,500000,2033,0.004066
752,x6x8,500000,116,0.000232
753,x6x8,500000,690,0.00138
754,x6x8,500000,83,0.000166
755,x6x8,500000,1250,0.0025
756,x6x8,500000,5126,0.010252
757,x6x8,500000,20,4e-05
758,x6x8,500000,3433,0.006866
759,x6x8,500000,501,0.001002
760,x6x8,500000,7464,0.014928
761,x6x8,500000,802,0.001604
762,x6x8,500000,4957,0.009914
763,x6x8,500000,404,0.000808
764,x6x8,500000,53,0.000106
765,x6x8,500000,11091,0.022182
766,x6x8,500000,684,0.001368
767,x6x8,500000,3941,0.007882
768,x6x8,500000,13482,0.026964
769,x6x8,500000,2345,0.00469
770,x6x8,500000,87,0.000174
771,x6x8,500000,7414,0.014828
772,x6x8,500000,645,0.00129
773,x6x8,500000,3259,0.006518
774,x6x8,500000,770,0.00154
775,x6x8,500000,854,0.001708
776,x6x8,500000,9719,0.019438
777,x6x8,500000,489,0.000978
778,x6x8,500000,1,2e-06
779,x6x8,500000,199,0.000398
780,x6x8,500000,2026,0.004052
781,x6x8,500000,8380,0.01676
782,x6x8,500000,1379,0.002758
783,x6x8,500000,2092,0.004184
